category,subCategory,storeReview,productRating,productAmountOfBuy,productPrice,productHighlights,productDescription,StarSeller,numReviewers
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.7522,4,130,26.02,1,254,TRUE,130
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.7522,4,130,26.02,1,254,TRUE,130
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.8259,5,4,129,9,263,FALSE,4
Shirts & Tees,T-shirts,4.9267,5,8,156.13,1,514,FALSE,8
Shirts & Tees,T-shirts,4.6271,5,379,37.14,1,701,FALSE,379
Shirts & Tees,T-shirts,4.8448,5,199,86.99,1,114,FALSE,199
Shirts & Tees,T-shirts,4.9598,5,40,133.4,28,125,TRUE,40
Shirts & Tees,T-shirts,4.8909,5,4,141.26,1,302,FALSE,4
Shirts & Tees,T-shirts,4.8161,5,744,41.78,8,156,FALSE,744
